time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-25T17:41:29.020Z,-13.0021,45.6938,10,5.2,mb,,51,6.161,1.15,us,us1000f1d4,2018-06-25T18:28:21.466Z,"50km ESE of Pamandzi, Mayotte",earthquake,10.5,1.8,0.073,62,reviewed,us,us
2018-06-25T17:40:15.470Z,19.4090004,-155.2593384,0.02,2.72,ml,31,47,0.003112,0.27,hv,hv70319566,2018-06-25T17:45:57.590Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.22,2.56,28,automatic,hv,hv
2018-06-25T17:39:46.340Z,19.3991661,-155.2823334,-0.1,2.62,ml,12,190,0.01429,0.15,hv,hv70319561,2018-06-26T01:42:17.222Z,"5km SW of Volcano, Hawaii",earthquake,0.39,0.22,0.54,24,automatic,hv,hv
2018-06-25T17:37:49.700Z,19.4251671,-155.2588348,0.72,2.53,ml,9,165,0.002905,0.24,hv,hv70319546,2018-06-25T17:43:30.880Z,"2km WSW of Volcano, Hawaii",earthquake,0.49,0.34,0.41,16,automatic,hv,hv
2018-06-25T17:36:27.970Z,19.395834,-155.2660065,0.42,2.56,ml,17,81,0.002396,0.09,hv,hv70319536,2018-06-26T01:39:03.402Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.12,0.45,14,automatic,hv,hv
2018-06-25T17:28:13.010Z,19.392334,-155.2711639,1.22,2.67,ml,11,82,0.003819,0.1,hv,hv70319506,2018-06-25T17:33:54.390Z,"5km SW of Volcano, Hawaii",earthquake,0.32,0.21,0.44,9,automatic,hv,hv
2018-06-25T17:26:31.700Z,19.4213333,-155.2731628,0.2,2.96,ml,41,42,0.005387,0.35,hv,hv70319501,2018-06-26T01:29:09.265Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.15,2.79,23,automatic,hv,hv
2018-06-25T17:23:41.090Z,19.4166667,-155.2786667,0.34,3.53,ml,16,73,0.00522,0.09,hv,hv70319491,2018-06-25T22:33:39.442Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.16,5,6,reviewed,hv,hv
2018-06-25T17:23:27.130Z,19.3998333,-155.2741667,0.54,3.66,md,22,54,0.004469,0.07,hv,hv70319496,2018-06-25T22:45:06.300Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.032,4,reviewed,hv,hv
2018-06-25T17:21:25.800Z,19.4106674,-155.2793274,0.34,3.19,ml,49,27,0.008287,0.31,hv,hv70319486,2018-06-26T01:24:03.475Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.14,3.13,33,automatic,hv,hv
2018-06-25T17:19:48.800Z,19.4126663,-155.2671661,0.52,3,ml,40,36,0.006904,0.23,hv,hv70319481,2018-06-26T01:22:19.722Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.15,2.85,32,automatic,hv,hv
2018-06-25T17:16:25.380Z,19.4028339,-155.2595062,0.68,3.4,ml,35,57,0.007669,0.17,hv,hv70319476,2018-06-25T18:03:13.290Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.18,3.17,19,automatic,hv,hv
2018-06-25T17:14:28.520Z,19.4113331,-155.2681732,1.08,2.76,ml,34,54,0.007866,0.39,hv,hv70319471,2018-06-26T01:17:07.727Z,"3km SW of Volcano, Hawaii",earthquake,0.38,0.19,0.46,16,automatic,hv,hv
2018-06-25T17:13:52.470Z,19.4143333,-155.2668304,0.95,2.76,ml,18,75,0.006933,0.15,hv,hv70319466,2018-06-25T17:19:32.410Z,"3km WSW of Volcano, Hawaii",earthquake,0.3,0.34,0.41,16,automatic,hv,hv
2018-06-25T17:11:22.970Z,19.3948326,-155.2636719,0.21,2.61,ml,28,58,0.004058,0.18,hv,hv70319456,2018-06-25T17:17:04.590Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.18,0.48,18,automatic,hv,hv
2018-06-25T17:11:03.690Z,19.4405,-68.2435,105,3.4,md,6,240,1.7145,0.31,pr,pr2018176004,2018-06-25T18:26:43.199Z,"96km N of Punta Cana, Dominican Republic",earthquake,5.09,6.41,0.05,6,reviewed,pr,pr
2018-06-25T16:52:36.480Z,19.3946667,-155.2706604,0,2.79,ml,31,44,0.002901,0.33,hv,hv70319406,2018-06-25T16:59:32.000Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.26,0.54,14,automatic,hv,hv
2018-06-25T16:51:19.400Z,19.4023342,-155.2646637,0.4,2.89,ml,42,36,0.004271,0.36,hv,hv70319396,2018-06-25T16:57:02.610Z,"4km SW of Volcano, Hawaii",earthquake,0.35,0.23,2.87,31,automatic,hv,hv
2018-06-25T16:49:22.780Z,19.4050007,-155.2640076,1.64,2.57,ml,36,36,0.00699,0.17,hv,hv70319386,2018-06-25T16:55:03.150Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.22,0.39,16,automatic,hv,hv
2018-06-25T16:48:49.720Z,19.4091663,-155.2254944,1.17,2.86,ml,11,161,0.03258,0.25,hv,hv70319381,2018-06-25T16:54:29.980Z,"2km SSE of Volcano, Hawaii",earthquake,0.89,1.67,0.43,15,automatic,hv,hv
2018-06-25T16:46:27.170Z,19.3431664,-155.0773315,6.43,2.77,ml,10,239,0.04667,0.12,hv,hv70319371,2018-06-25T16:52:08.670Z,"18km S of Fern Acres, Hawaii",earthquake,1.74,3.02,2.1,11,automatic,hv,hv
2018-06-25T16:42:08.130Z,19.4134998,-155.2746735,0.79,2.7,ml,39,42,0.009811,0.24,hv,hv70319366,2018-06-25T16:47:50.270Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.19,3.07,27,automatic,hv,hv
2018-06-25T16:37:27.320Z,19.4076672,-155.2471619,-1.06,2.55,ml,23,122,0.01278,0.31,hv,hv70319346,2018-06-25T16:43:08.250Z,"2km SSW of Volcano, Hawaii",earthquake,0.29,0.33,0.48,23,automatic,hv,hv
2018-06-25T16:33:26.050Z,19.3959999,-155.283493,0.75,2.56,ml,24,68,0.009319,0.18,hv,hv70319326,2018-06-25T16:39:06.890Z,"6km SW of Volcano, Hawaii",earthquake,0.23,0.19,0.26,14,automatic,hv,hv
2018-06-25T16:30:44.530Z,19.4071674,-155.2624969,0.79,2.94,ml,43,64,0.005483,0.21,hv,hv70319321,2018-06-25T16:36:25.510Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.14,2.59,27,automatic,hv,hv
2018-06-25T16:30:34.047Z,67.5649,-159.1826,0.9,2.7,ml,,,,0.81,ak,ak19801565,2018-06-25T16:33:53.751Z,"123km NW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-25T16:29:30.810Z,19.4020004,-155.2711639,-0.96,3.08,ml,22,45,0.006119,0.31,hv,hv70319316,2018-06-26T00:32:13.103Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.24,2.68,14,automatic,hv,hv
2018-06-25T16:28:15.080Z,19.3964996,-155.2711639,-0.77,2.55,ml,29,43,0.002597,0.35,hv,hv70319311,2018-06-25T16:33:56.180Z,"5km SW of Volcano, Hawaii",earthquake,0.22,0.19,2.03,23,automatic,hv,hv
2018-06-25T16:26:54.340Z,19.4204998,-155.2626648,1.2,2.59,ml,15,105,0.003003,0.13,hv,hv70319306,2018-06-25T16:32:39.000Z,"2km WSW of Volcano, Hawaii",earthquake,0.26,0.31,0.44,16,automatic,hv,hv
2018-06-25T16:26:09.560Z,19.3321667,-155.1151733,0.95,2.79,ml,33,135,0.0479,0.24,hv,hv70319301,2018-06-25T16:31:50.200Z,"16km SE of Volcano, Hawaii",earthquake,0.43,0.53,2.2,20,automatic,hv,hv
2018-06-25T16:24:38.570Z,19.4174995,-155.2749939,-0.08,2.72,ml,21,43,0.007624,0.18,hv,hv70319296,2018-06-25T16:30:21.100Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.13,0.4,17,automatic,hv,hv
2018-06-25T16:23:58.730Z,19.3961658,-155.2745056,0.72,2.57,ml,12,77,0.001137,0.11,hv,hv70319291,2018-06-25T16:29:39.230Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.15,2.4,16,automatic,hv,hv
2018-06-25T16:20:50.690Z,19.4098339,-155.2653351,0.46,2.9,ml,35,27,0.005618,0.15,hv,hv70319286,2018-06-25T16:26:32.900Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.19,2.78,33,automatic,hv,hv
2018-06-25T16:17:22.690Z,19.3948326,-155.2648315,2.05,2.56,ml,20,99,0.003576,0.23,hv,hv70319276,2018-06-25T16:23:02.730Z,"4km SW of Volcano, Hawaii",earthquake,0.47,0.47,0.46,7,automatic,hv,hv
2018-06-25T16:10:18.670Z,19.4171658,-155.2641602,1.5,3.26,ml,14,95,0.006471,0.21,hv,hv70319256,2018-06-26T00:13:47.836Z,"3km WSW of Volcano, Hawaii",earthquake,0.39,0.34,0.31,13,automatic,hv,hv
2018-06-25T16:08:41.250Z,19.4223328,-155.2756653,1.36,3.38,ml,56,40,0.003017,0.23,hv,hv70319251,2018-06-25T17:18:46.998Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.15,3.39,34,automatic,hv,hv
2018-06-25T16:07:31.930Z,19.4213333,-155.2725067,0.81,2.66,ml,28,42,0.005879,0.13,hv,hv70319246,2018-06-25T16:13:12.340Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.15,0.34,12,automatic,hv,hv
2018-06-25T16:05:42.080Z,19.3901672,-155.2689972,-0.58,2.96,ml,21,83,0.006782,0.31,hv,hv70319241,2018-06-25T17:41:05.842Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.3,0.42,13,automatic,hv,hv
2018-06-25T16:03:29.410Z,19.4011669,-155.280838,0.96,2.74,ml,34,35,0.008911,0.25,hv,hv70319231,2018-06-25T16:09:54.531Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.19,0.37,24,automatic,hv,hv
2018-06-25T16:01:16.430Z,19.3951664,-155.2596741,-0.05,2.68,ml,44,36,0.006736,0.37,hv,hv70319226,2018-06-26T00:04:02.125Z,"4km SSW of Volcano, Hawaii",earthquake,0.25,0.28,3.06,28,automatic,hv,hv
2018-06-25T15:47:50.850Z,19.3898335,-155.2651672,0.75,2.6,ml,16,101,0.008404,0.25,hv,hv70319191,2018-06-25T15:53:30.840Z,"5km SSW of Volcano, Hawaii",earthquake,0.5,0.24,0.32,12,automatic,hv,hv
2018-06-25T15:46:17.340Z,19.4204998,-155.2568359,-0.22,2.94,ml,17,126,0.004623,0.27,hv,hv70319186,2018-06-25T15:51:57.630Z,"2km WSW of Volcano, Hawaii",earthquake,0.37,0.19,0.36,9,automatic,hv,hv
2018-06-25T15:43:54.090Z,19.3988342,-155.2640076,0.4,3.06,ml,32,44,0.002,0.25,hv,hv70319181,2018-06-25T15:49:34.690Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.24,0.51,16,automatic,hv,hv
2018-06-25T15:42:54.290Z,19.3978329,-155.2768402,-0.28,2.46,ml,23,49,0.003888,0.36,hv,hv70319171,2018-06-25T15:48:36.130Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.38,0.4,17,automatic,hv,hv
2018-06-25T15:36:51.020Z,19.413166,-155.2758331,0.96,2.92,ml,43,38,0.008991,0.2,hv,hv70319156,2018-06-25T15:42:29.450Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.18,2.36,32,automatic,hv,hv
2018-06-25T15:33:30.290Z,19.4453335,-155.315506,-1.13,2.51,ml,18,186,0.03616,0.34,hv,hv70319141,2018-06-25T15:39:09.610Z,"8km W of Volcano, Hawaii",earthquake,0.67,0.47,0.5,12,automatic,hv,hv
2018-06-25T15:30:56.720Z,19.4191666,-155.2704926,1.1,2.76,ml,20,39,0.008305,0.18,hv,hv70319136,2018-06-25T15:36:38.030Z,"3km WSW of Volcano, Hawaii",earthquake,0.29,0.17,0.22,11,automatic,hv,hv
2018-06-25T15:28:33.480Z,19.4136658,-155.2765045,0.91,2.7,ml,45,38,0.008195,0.19,hv,hv70319131,2018-06-25T15:34:12.520Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.13,2.93,30,automatic,hv,hv
2018-06-25T15:28:00.520Z,19.3931675,-155.2681732,1.13,2.69,ml,11,89,0.005438,0.17,hv,hv70319126,2018-06-25T15:33:42.580Z,"5km SW of Volcano, Hawaii",earthquake,0.54,0.27,2,26,automatic,hv,hv
2018-06-25T15:23:11.330Z,19.3920002,-155.2751617,0.37,2.48,ml,19,81,0.003644,0.26,hv,hv70319106,2018-06-25T15:28:52.350Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.2,0.33,13,automatic,hv,hv
2018-06-25T15:21:58.180Z,19.4251671,-155.2776642,1.15,2.46,ml,16,110,0.0004123,0.24,hv,hv70319096,2018-06-25T15:27:40.040Z,"4km W of Volcano, Hawaii",earthquake,0.35,0.23,0.29,14,automatic,hv,hv
2018-06-25T15:18:51.070Z,19.4076672,-155.2551727,-0.46,2.51,ml,7,310,0.01623,0.17,hv,hv70319086,2018-06-25T15:24:32.520Z,"3km SW of Volcano, Hawaii",earthquake,0.49,0.33,0.48,7,automatic,hv,hv
2018-06-25T15:11:04.110Z,19.4118328,-155.2684937,-0.65,2.6,ml,30,50,0.008137,0.3,hv,hv70319066,2018-06-25T15:16:45.550Z,"3km WSW of Volcano, Hawaii",earthquake,0.19,0.32,0.41,18,automatic,hv,hv
2018-06-25T15:08:16.670Z,19.4015007,-155.2668304,0.01,2.75,ml,44,36,0.003328,0.27,hv,hv70319061,2018-06-25T15:13:56.910Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.17,2.64,26,automatic,hv,hv
2018-06-25T15:07:33.630Z,19.3875008,-155.2640076,0.11,2.99,ml,15,59,0.01085,0.16,hv,hv70319056,2018-06-25T15:13:15.710Z,"5km SSW of Volcano, Hawaii",earthquake,0.24,0.27,0.63,16,automatic,hv,hv
2018-06-25T15:05:35.990Z,19.4016666,-155.2783356,1.43,2.65,ml,44,35,0.007673,0.21,hv,hv70319046,2018-06-25T15:11:16.260Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.19,2.53,28,automatic,hv,hv
2018-06-25T14:58:41.460Z,19.3990002,-155.2700043,1.24,2.55,ml,39,55,0.003825,0.25,hv,hv70319031,2018-06-25T15:04:21.720Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.18,0.46,20,automatic,hv,hv
2018-06-25T14:48:39.110Z,19.3986664,-155.260498,1.03,2.69,ml,24,66,0.005241,0.39,hv,hv70319001,2018-06-25T14:54:22.830Z,"4km SSW of Volcano, Hawaii",earthquake,0.51,0.44,0.47,9,automatic,hv,hv
2018-06-25T14:48:34.130Z,19.4096661,-155.2651672,1.73,2.58,ml,21,47,0.005544,0.09,hv,hv70318996,2018-06-25T14:54:15.090Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.18,0.37,15,automatic,hv,hv
2018-06-25T14:40:49.770Z,19.3926659,-155.2684937,0.77,2.8,ml,26,43,0.005554,0.21,hv,hv70318971,2018-06-25T14:46:27.180Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.25,0.4,14,automatic,hv,hv
2018-06-25T14:36:55.480Z,19.3991667,-155.274,0.52,3.71,ml,21,55,0.003794,0.06,hv,hv70318966,2018-06-25T22:18:35.444Z,"5km SW of Volcano, Hawaii",earthquake,0.15,0.2,0.196,10,reviewed,hv,hv
2018-06-25T14:35:53.220Z,19.4160004,-155.2695007,-0.5,3.06,ml,22,86,0.01115,0.26,hv,hv70318956,2018-06-25T14:41:41.440Z,"3km WSW of Volcano, Hawaii",earthquake,0.37,0.42,3.42,26,automatic,hv,hv
2018-06-25T14:35:51.600Z,19.4243336,-155.2660065,1.53,3.19,ml,50,62,0.003155,0.32,hv,hv70318951,2018-06-25T14:41:31.850Z,"3km WSW of Volcano, Hawaii",earthquake,0.35,0.27,3.05,35,automatic,hv,hv
2018-06-25T14:33:06.050Z,19.4006672,-155.2633362,-0.36,3.1,ml,15,115,0.01887,0.13,hv,hv70318946,2018-06-25T14:38:46.540Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.29,0.44,12,automatic,hv,hv
2018-06-25T14:31:45.550Z,19.3986664,-155.2664948,0.78,2.74,ml,32,44,0.0006075,0.32,hv,hv70318941,2018-06-25T14:37:25.200Z,"4km SW of Volcano, Hawaii",earthquake,0.3,0.3,2.15,21,automatic,hv,hv
2018-06-25T14:27:43.930Z,19.3946667,-155.2728271,0.51,2.62,ml,30,46,0.001039,0.16,hv,hv70318921,2018-06-25T14:33:24.830Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.14,0.4,15,automatic,hv,hv
2018-06-25T14:27:43.620Z,19.4018326,-155.1560059,3.21,2.54,ml,9,168,0.06271,0.38,hv,hv70318926,2018-06-25T14:33:33.570Z,"9km ESE of Volcano, Hawaii",earthquake,2.97,13.94,0.52,10,automatic,hv,hv
2018-06-25T14:26:39.600Z,19.3966675,-155.2696686,0.4,2.53,ml,26,35,0.003773,0.33,hv,hv70318911,2018-06-25T14:32:21.760Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.23,0.41,14,automatic,hv,hv
2018-06-25T14:23:05.950Z,19.4008331,-155.2631683,0.53,2.78,ml,23,88,0.003735,0.14,hv,hv70318901,2018-06-25T14:28:46.090Z,"4km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.47,18,automatic,hv,hv
2018-06-25T14:18:28.300Z,19.4018326,-155.2720032,1.09,2.95,ml,29,46,0.006673,0.22,hv,hv70318886,2018-06-25T14:24:06.600Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.25,2.12,21,automatic,hv,hv
2018-06-25T14:17:49.360Z,19.4136658,-155.2899933,-0.28,2.86,ml,22,58,0.006779,0.25,hv,hv70318881,2018-06-25T14:23:32.430Z,"5km WSW of Volcano, Hawaii",earthquake,0.31,0.23,0.42,20,automatic,hv,hv
2018-06-25T14:11:28.600Z,19.3999996,-155.2788391,0.29,2.86,ml,20,68,0.006729,0.36,hv,hv70318871,2018-06-25T14:17:09.860Z,"5km SW of Volcano, Hawaii",earthquake,0.34,0.32,0.38,13,automatic,hv,hv
2018-06-25T14:11:04.610Z,19.4020004,-155.2601624,0.71,2.71,ml,21,103,0.006684,0.3,hv,hv70318861,2018-06-25T14:16:45.540Z,"3km SW of Volcano, Hawaii",earthquake,0.39,0.35,0.48,19,automatic,hv,hv
2018-06-25T14:04:07.250Z,19.4173336,-155.2651672,0.99,2.66,ml,27,93,0.006936,0.13,hv,hv70318846,2018-06-25T14:09:45.900Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.15,0.34,11,automatic,hv,hv
2018-06-25T13:59:17.040Z,19.449667,-155.431839,6.28,2.67,ml,9,233,0.1358,0.27,hv,hv70318821,2018-06-25T14:04:58.710Z,"20km W of Volcano, Hawaii",earthquake,10.38,17.39,0.19,7,automatic,hv,hv
2018-06-25T13:55:41.420Z,19.4138336,-155.2768402,0.35,2.8,ml,30,46,0.007837,0.3,hv,hv70318806,2018-06-25T14:02:03.540Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.17,0.27,14,automatic,hv,hv
2018-06-25T13:55:11.020Z,19.3976669,-155.2893372,-0.95,2.8,ml,9,218,0.0205,0.1,hv,hv70318801,2018-06-25T14:01:53.990Z,"6km SW of Volcano, Hawaii",earthquake,0.24,0.32,0.47,12,automatic,hv,hv
2018-06-25T13:54:54.840Z,19.3951664,-155.2749939,1.12,2.54,ml,11,131,0.001291,0.17,hv,hv70318796,2018-06-25T14:01:46.810Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.46,0.52,11,automatic,hv,hv
2018-06-25T13:52:49.260Z,19.4188328,-155.2769928,0.38,2.46,ml,19,51,0.005922,0.17,hv,hv70318781,2018-06-25T13:58:29.220Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.17,0.3,9,automatic,hv,hv
2018-06-25T13:47:46.860Z,19.4206657,-155.2828369,-0.02,2.76,ml,30,39,0.003216,0.25,hv,hv70318761,2018-06-25T13:53:27.900Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.17,0.4,16,automatic,hv,hv
2018-06-25T13:43:49.060Z,19.4080009,-155.2788391,0.08,2.73,ml,30,43,0.01082,0.24,hv,hv70318751,2018-06-25T13:49:33.680Z,"4km WSW of Volcano, Hawaii",earthquake,0.19,0.21,0.4,22,automatic,hv,hv
2018-06-25T13:42:12.030Z,19.3951664,-155.2653351,0.09,2.83,ml,38,36,0.003129,0.3,hv,hv70318746,2018-06-25T13:47:53.560Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.26,2.01,24,automatic,hv,hv
2018-06-25T13:40:56.270Z,19.4146671,-155.2711639,1.12,2.71,ml,38,53,0.01096,0.26,hv,hv70318741,2018-06-25T13:46:37.090Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.17,2.8,23,automatic,hv,hv
2018-06-25T13:40:15.470Z,19.3998337,-155.2581635,-0.97,2.91,ml,17,121,0.007594,0.19,hv,hv70318736,2018-06-25T13:45:58.550Z,"4km SSW of Volcano, Hawaii",earthquake,0.17,0.24,0.61,17,automatic,hv,hv
2018-06-25T13:38:41.780Z,19.4195004,-155.2736664,1.6,2.48,ml,21,46,0.006406,0.18,hv,hv70318731,2018-06-25T13:44:22.070Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.23,0.22,9,automatic,hv,hv
2018-06-25T13:30:54.940Z,19.3943329,-155.2785034,1.09,2.74,ml,34,41,0.004702,0.28,hv,hv70318711,2018-06-25T13:36:36.880Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.25,2.14,21,automatic,hv,hv
2018-06-25T13:07:18.100Z,19.3924999,-155.2753296,0.91,2.62,ml,38,47,0.003267,0.2,hv,hv70318616,2018-06-25T13:12:58.240Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.17,2.59,27,automatic,hv,hv
2018-06-25T13:04:26.670Z,19.4120007,-155.2638397,0.44,2.8,ml,35,50,0.003741,0.19,hv,hv70318611,2018-06-25T13:10:06.420Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.12,2.97,29,automatic,hv,hv
2018-06-25T13:00:16.590Z,19.4241657,-155.277832,0.56,3.33,ml,56,32,0.0006365,0.27,hv,hv70318606,2018-06-25T13:05:59.440Z,"4km W of Volcano, Hawaii",earthquake,0.24,0.17,3.33,36,automatic,hv,hv
2018-06-25T12:54:40.460Z,19.4309998,-155.2734985,-0.52,2.53,ml,11,130,0.006734,0.23,hv,hv70318591,2018-06-25T13:00:24.040Z,"3km W of Volcano, Hawaii",earthquake,0.32,0.29,0.19,4,automatic,hv,hv
2018-06-25T12:53:46.310Z,19.3945007,-155.2733307,0.7,2.59,ml,32,48,0.0009117,0.15,hv,hv70318586,2018-06-25T12:59:27.480Z,"5km SW of Volcano, Hawaii",earthquake,0.22,0.15,0.33,14,automatic,hv,hv
2018-06-25T12:51:44.930Z,19.4126663,-155.2630005,1,2.74,ml,23,75,0.003004,0.23,hv,hv70318581,2018-06-25T12:57:27.540Z,"3km SW of Volcano, Hawaii",earthquake,0.33,0.24,0.3,8,automatic,hv,hv
2018-06-25T12:51:35.160Z,19.3985004,-155.2661591,2.46,2.72,ml,19,72,0.0002837,0.33,hv,hv70318576,2018-06-25T12:57:16.630Z,"4km SW of Volcano, Hawaii",earthquake,0.57,0.75,0.43,19,automatic,hv,hv
2018-06-25T12:51:19.720Z,19.4564991,-155.2963409,-1.09,2.84,ml,11,236,0.0362,0.39,hv,hv70318571,2018-06-25T12:57:03.680Z,"6km WNW of Volcano, Hawaii",earthquake,0.86,0.68,0.48,18,automatic,hv,hv
2018-06-25T12:51:10.170Z,19.4060001,-155.2568359,1.41,2.72,ml,12,120,0.01738,0.19,hv,hv70318566,2018-06-25T12:56:50.990Z,"3km SW of Volcano, Hawaii",earthquake,0.48,0.8,0.47,18,automatic,hv,hv
2018-06-25T12:49:07.570Z,-19.0362,169.6778,269.86,5,mww,,79,2.874,0.88,us,us1000f14j,2018-06-25T13:07:15.040Z,"71km NE of Isangel, Vanuatu",earthquake,9.3,6.7,0.08,15,reviewed,us,us
2018-06-25T12:48:02.150Z,16.1463,-96.5012,39.32,4.2,mb,,203,2.427,0.96,us,us1000f14h,2018-06-25T13:13:05.424Z,"21km SSW of San Cristobal Amatlan, Mexico",earthquake,11.5,16,0.089,35,reviewed,us,us
